550.038,788.875
549.918,788.895
549.954,788.970
549.814,788.838
549.931,788.702
549.916,789.055
549.772,788.833
549.881,789.028
549.986,789.085
549.857,788.800
549.731,788.956
549.782,789.109
550.042,788.966
549.877,789.020
549.795,788.950
549.900,789.104
550.072,789.003
549.943,789.032
549.780,789.004
549.733,789.041
549.719,788.909
550.056,789.045
549.924,788.928
549.981,789.053
549.850,789.021
549.747,788.960
549.767,788.982
549.807,788.865
549.783,788.963
549.904,788.978
549.886,789.112
549.849,788.884
549.738,788.965
549.819,789.008
549.858,789.040
549.884,789.118
549.790,788.970
549.949,789.037
549.679,788.963
549.865,788.957
549.747,788.887
549.942,789.096
549.900,788.891
549.691,788.839
549.886,789.018
549.882,789.031
549.840,788.968
549.918,788.956
549.785,788.769
549.855,788.900
549.851,788.956
549.874,788.846
549.839,788.907
549.929,788.916
549.875,789.018
549.918,789.043
549.925,788.904
549.976,788.799
549.902,788.860
549.870,788.805
550.078,788.988
549.906,788.867
549.905,788.834
549.931,789.022
549.864,788.896
550.038,788.940
549.852,788.897
549.911,788.879
549.928,788.898
549.897,788.768
549.944,788.807
549.930,788.815
549.910,788.965
549.894,788.768
550.000,788.730
549.997,788.960
549.973,788.948
549.909,788.855
550.081,788.969
549.966,788.937
550.042,788.854
549.956,788.851
549.927,788.840
550.106,789.073
549.874,788.901
550.046,788.967
549.936,788.703
549.976,788.827
550.002,788.857
549.949,788.936
549.974,789.008
549.885,788.987
549.951,788.816
550.023,788.975
550.111,788.621
549.831,788.498
550.039,788.514
550.029,788.365
549.883,788.356
549.899,788.413
549.997,787.930
550.064,788.362
549.853,788.097
549.791,788.171
549.919,788.086
549.903,788.037
550.041,787.761
550.051,787.613
550.247,787.390
549.964,787.510
549.999,787.329
549.963,787.234
550.193,787.348
549.919,787.153
550.256,786.847
550.152,786.531
549.964,786.704
549.932,786.485
550.108,786.564
550.135,786.422
550.079,786.082
550.115,786.009
550.011,785.802
549.885,785.758
549.887,785.665
549.922,785.435
549.918,785.458
549.934,785.112
549.895,784.979
550.099,784.856
550.113,784.680
549.929,784.255
550.069,784.239
550.008,784.127
550.105,783.746
550.017,783.599
549.832,783.287
549.851,783.098
550.304,783.222
550.180,782.681
550.014,782.569
550.009,782.209
550.086,782.077
550.141,781.915
549.970,781.641
550.022,781.483
550.130,781.076
550.146,780.876
550.143,780.484
550.286,780.226
550.085,779.962
550.140,779.783
