601.485,671.006
601.503,670.839
601.631,670.730
601.770,670.558
602.155,670.306
602.239,670.123
602.471,669.885
602.657,669.716
602.745,669.607
602.981,669.308
603.062,669.031
603.327,668.987
603.574,668.755
603.707,668.442
603.815,668.074
604.030,667.998
604.367,667.815
604.453,667.709
604.665,667.348
604.751,667.075
604.993,666.827
605.162,666.670
605.449,666.395
605.604,666.024
605.715,665.859
605.965,665.575
606.035,665.317
606.285,665.081
606.475,664.823
606.674,664.451
606.788,664.189
606.888,663.910
607.141,663.681
607.413,663.316
607.542,663.018
607.690,662.823
607.749,662.426
608.025,662.063
608.124,661.864
608.416,661.527
608.554,661.141
608.695,660.883
608.877,660.659
609.004,660.107
609.250,659.914
609.443,659.595
609.605,659.222
609.708,658.890
609.751,658.463
609.951,658.065
610.174,657.759
610.442,657.425
610.562,657.052
610.695,656.809
610.868,656.332
611.028,655.949
611.265,655.527
611.410,655.167
611.505,654.813
611.555,654.352
611.782,653.938
612.048,653.614
612.253,653.139
612.371,652.767
612.484,652.244
612.685,651.856
612.790,651.421
612.953,650.943
613.095,650.511
613.240,650.014
613.440,649.658
613.606,649.091
613.791,648.752
613.978,648.133
614.095,647.739
614.290,647.201
614.371,646.789
614.594,646.244
614.709,645.845
614.898,645.290
615.066,644.816
615.255,644.200
615.413,643.816
615.481,643.244
615.674,642.827
615.805,642.202
615.900,641.813
616.083,641.122
616.171,640.675
616.399,640.147
616.528,639.662
616.620,638.993
616.759,638.509
616.895,637.841
617.105,637.230
617.087,636.771
617.348,636.132
617.340,635.669
617.505,635.065
617.676,634.437
617.719,633.870
617.772,633.220
617.965,632.709
618.078,632.081
618.168,631.511
618.324,630.908
618.443,630.205
618.639,629.772
618.623,629.037
618.873,628.437
618.843,627.815
618.956,627.130
619.071,626.550
619.118,625.861
619.302,625.149
619.334,624.705
619.523,624.007
619.709,623.365
619.677,622.797
619.652,622.034
619.877,621.447
619.959,620.717
619.954,620.094
620.138,619.441
620.171,618.756
620.260,618.051
620.223,617.458
620.364,616.760
620.527,616.062
620.549,615.410
620.569,614.790
620.578,614.017
620.722,613.387
620.805,612.678
620.823,611.913
620.968,611.338
620.965,610.616
620.957,609.943
621.039,609.233
621.063,608.530
621.124,607.768
621.181,607.106
621.152,606.403
621.178,605.725
621.319,604.988
621.209,604.353
621.303,603.593
621.356,602.864
621.421,602.108
621.290,601.367
621.394,600.739
621.496,599.989
621.372,599.284
621.423,598.632
621.436,597.926
621.519,597.035
621.547,596.426
621.444,595.715
621.398,594.974
621.515,594.162
621.377,593.527
621.432,592.800
621.495,592.089
621.300,591.413
621.398,590.692
621.369,589.847
621.294,589.170
621.236,588.509
621.257,587.734
621.246,586.972
621.114,586.373
621.098,585.485
621.199,584.844
621.040,584.271
621.024,583.450
620.958,582.652
620.864,581.958
620.879,581.308
620.789,580.551
620.673,579.843
620.620,579.072
620.540,578.370
620.388,577.657
620.418,576.854
620.269,576.266
620.178,575.533
620.110,574.735
619.951,574.146
619.944,573.441
619.822,572.639
619.691,571.861
619.560,571.306
619.413,570.509
619.423,569.716
619.216,569.114
619.090,568.441
619.000,567.652
618.905,566.860
618.759,566.269
618.665,565.522
618.532,564.757
618.306,564.152
618.117,563.435
618.068,562.636
617.928,561.920
617.809,561.277
617.649,560.516
617.398,559.828
617.320,559.116
617.093,558.439
617.016,557.691
616.811,556.898
616.668,556.353
616.444,555.569
616.261,554.761
616.097,554.212
615.888,553.445
615.778,552.685
615.537,552.084
615.403,551.390
615.193,550.602
615.000,549.864
614.790,549.269
614.545,548.476
614.246,547.759
614.058,547.097
613.799,546.442
613.687,545.580
613.399,544.927
613.280,544.412
613.077,543.553
612.839,542.890
612.482,542.277
612.324,541.482
612.093,540.755
611.934,540.078
611.691,539.404
611.356,538.557
611.105,538.050
610.969,537.400
